word,ipa,phonetic
hindenburg," ˈhɪn dənˌbɜrg, ˈhɪn dənˌbʊərk ","HIN-duhn-burg,HIN-duhn-boork"
hinder, ˈhɪn dər ,HIN-der
hindered, ˈhɪn dərd ,HIN-derd
hindering, ˈhɪn dər ɪŋ ,HIN-der-ing
hindi, ˈhɪn di ,HIN-dee
hindrance, ˈhɪn drəns ,HIN-druhns
hindsight, ˈhaɪndˌsaɪt ,HAHYND-sahyt
hindu, ˈhɪn du ,HIN-doo
hinduism, ˈhɪn duˌɪz əm ,HIN-doo-iz-uhm
hindus, ˈhɪn dəs ,HIN-duhs
hines, haɪnz ,hahynz
hinge, hɪndʒ ,hinj
hingis, ˈhɪŋ gɪs ,HING-gis
hinshelwood, ˈhɪn ʃəlˌwʊd ,HIN-shuhl-wood
hint, hɪnt ,hint
hinterland, ˈhɪn tərˌlænd ,HIN-ter-land
hinton," ˈhɪn tn, -tən ","HIN-tn, -tuhn"
hip, hɪp ,hip
hipbone, ˈhɪpˌboʊn ,HIP-bohn
hipparchus, hɪˈpɑr kəs ,hi-PAHR-kuhs
hipped, hɪpt ,hipt
hippie, ˈhɪp i ,HIP-ee
hippo, ˈhɪp oʊ ,HIP-oh
hippocampus, ˌhɪp əˈkæm pəs ,hip-uh-KAM-puhs
hippocras, ˈhɪp əˌkræs ,HIP-uh-kras
hippocratic, ˌhɪp əˈkræt ɪk ,hip-uh-KRAT-ik
hippodrome, ˈhɪp əˌdroʊm ,HIP-uh-drohm
hippogriff, ˈhɪp əˌgrɪf ,HIP-uh-grif
hippolyta, hɪˈpɒl ɪˌtə ,hi-POL-i-tuh
hippopotamus, ˌhɪp əˈpɒt ə məs ,hip-uh-POT-uh-muhs
hippy, ˈhɪp i ,HIP-ee
hipster, ˈhɪp stər ,HIP-ster
hipsters, ˈhɪpstəz ,
hiram, ˈhaɪ rəm ,HAHY-ruhm
hire, haɪər ,hahyuhr
hireling, ˈhaɪər lɪŋ ,HAHYUHR-ling
hirohito," ˌhɪər oʊˈhi toʊ, ˈhi rɔˈhi tɔ ","heer-oh-HEE-toh,HEE-raw-HEE-taw"
hiroshima," ˌhɪər oʊˈʃi mə, hɪˈroʊ ʃə mə, ˈhi rɔˈʃi mɑ ","heer-oh-SHEE-muh, hi-ROH-shuh-muh,HEE-raw-SHEE-mah"
hirsch, hɜrʃ ,hursh
hirst, hɜːst ,
hirsute," ˈhɜr sut, hɜrˈsut ","HUR-soot, hur-SOOT"
his," hɪz, ɪz ","hiz, iz"
hispanic, hɪˈspæn ɪk ,hi-SPAN-ik
hispaniola," ˌhɪs pənˈyoʊ lə, ˌis pɑnˈyɔ lɑ ","his-puhn-YOH-luh, ees-pahn-YAW-lah"
hiss, hɪs ,his
hisself," hɪˈsɛlf, hɪz- ","hi-SELF, hiz-"
hissing, ˈhɪs ɪŋ ,HIS-ing
histadrut, hɪs tɑˈdrut ,his-tah-DROOT
histamine," ˈhɪs təˌmin, -mɪn ","HIS-tuh-meen, -min"
histological, ˌhɪs tlˈɒdʒ ɪ kəl ,his-tl-OJ-i-kuhl
histology, hɪˈstɒl ə dʒi ,hi-STOL-uh-jee
histone, ˈhɪs toʊn ,HIS-tohn
historian," hɪˈstɔr i ən, -ˈstoʊr- ","hi-STAWR-ee-uhn, -STOHR-"
historic," hɪˈstɔr ɪk, -ˈstɒr- ","hi-STAWR-ik, -STOR-"
historical," hɪˈstɔr ɪ kəl, -ˈstɒr- ","hi-STAWR-i-kuhl, -STOR-"
historically," hɪˈstɔr ɪk li, -ˈstɒr- ","hi-STAWR-ik-lee, -STOR-"
history," ˈhɪs tə ri, ˈhɪs tri ","HIS-tuh-ree,HIS-tree"
histrionic, ˌhɪs triˈɒn ɪk ,his-tree-ON-ik
histrionics, ˌhɪs triˈɒn ɪks ,his-tree-ON-iks
hit, hɪt ,hit
hitachi, hɪˈtɑ tʃi ,hi-TAH-chee
hitch, hɪtʃ ,hich
hitchcock, ˈhɪtʃ kɒk ,HICH-kok
hitchhike, ˈhɪtʃˌhaɪk ,HICH-hahyk
hitchings, ˈhɪtʃ ɪŋz ,HICH-ingz
hither, ˈhɪð ər ,HITH-er
hitherto, ˈhɪð ərˌtu ,HITH-er-too
hitler, ˈhɪt lər ,HIT-ler
hitter, ˈhɪtə ,
hiv, āch′ī-vē′,
hive, haɪv ,hahyv
hives, haɪvz ,hahyvz
hiya," ˈhaɪjə, ˌhaɪˈjɑː ",
hm, hmm ,hmm
hmm, mm ,
hmong, hmɔŋ ,hmawng
ho, hoʊ ,hoh
hoagland, ˈhoʊg lənd ,HOHG-luhnd
hoagy, ˈhoʊ gi ,HOH-gee
hoar," hɔr, hoʊr ","hawr, hohr"
hoard," hɔrd, hoʊrd ","hawrd, hohrd"
hoarding, ˈhɔr dɪŋ ,HAWR-ding
hoare," hɔr, hoʊr ","hawr, hohr"
hoarfrost," ˈhɔrˌfrɔst, -ˌfrɒst, ˈhoʊr- ","HAWR-frawst, -frost,HOHR-"
hoarse," hɔrs, hoʊrs ","hawrs, hohrs"
hoarsely, ˈhɔrs li ,HAWRS-lee
hoary," ˈhɔr i, ˈhoʊr i ","HAWR-ee,HOHR-ee"
hoatzin," hoʊˈæt sɪn, ˈwɑt sɪn ","hoh-AT-sin,WAHT-sin"
hoax, hoʊks ,hohks
hob, hɒb ,hob
hobart," ˈhoʊ bərt, -bɑrt, ˈhoʊ bɑrt ","HOH-bert, -bahrt,HOH-bahrt"
hobbes, hɒbz ,hobz
hobbit, ˈhɒb ɪt ,HOB-it
hobble, ˈhɒb əl ,HOB-uhl
hobbs, hɒbz ,hobz
hobby, ˈhɒb i ,HOB-ee
hobbyhorse, ˈhɒb iˌhɔrs ,HOB-ee-hawrs
hobbyist, ˈhɒb i ɪst ,HOB-ee-ist
hobnob, ˈhɒbˌnɒb ,HOB-nob
hobo, ˈhoʊ boʊ ,HOH-boh
hoboken, ˈhoʊ boʊ kən ,HOH-boh-kuhn
hobson, ˈhɒb sən ,HOB-suhn
hochhuth, ˈhoːxhuːt ,
hock, hɒk ,hok
hockey, ˈhɒk i ,HOK-ee
hockney, ˈhɒk ni ,HOK-nee
hocus, ˈhoʊ kəs ,HOH-kuhs
hodge, hɒdʒ ,
hodgepodge, ˈhɒdʒˌpɒdʒ ,HOJ-poj
hodges, ˈhɒdʒ ɪz ,HOJ-iz
hodgkin, ˈhɒddʒ kɪn ,HODJ-kin
hoe, hoʊ ,hoh
hoecake, ˈhoʊˌkeɪk ,HOH-keyk
hoes, hoʊz ,hohz
hofer, ˈhoʊ fər ,HOH-fer
hoffa, ˈhɒf ə ,HOF-uh
hoffman, ˈhɒf mən ,HOF-muhn
hoffmann," ˈhɒf mən, ˈhɔfˌmɑn ","HOF-muhn,HAWF-mahn"
hofmann," ˈhɒf mən, ˈhɔf mɑn ","HOF-muhn,HAWF-mahn"
hofmannsthal, ˈhɔf mɑnsˌtɑl ,HAWF-mahns-tahl
hofstadter," ˈhɒfˌstæt ər, -ˌstɑ tər ","HOF-stat-er, -stah-ter"
hog," hɔg, hɒg ","hawg, hog"
hogan," ˈhoʊ gɔn, -gən ","HOH-gawn, -guhn"
hogarth, ˈhoʊ gɑrθ ,HOH-gahrth
hogg, hɒg ,hog
hogmanay, ˌhɒg məˈneɪ ,hog-muh-NEY
hogshead," ˈhɔgzˌhɛd, ˈhɒgz- ","HAWGZ-hed,HOGZ-"
hogue, ɔg ,awg
hogwash," ˈhɔgˌwɒʃ, -ˌwɔʃ, ˈhɒg- ","HAWG-wosh, -wawsh,HOG-"
hohenzollern," ˈhoʊ ənˌzɒl ərn, ˈhoʊ ənˈtsɔl ərn ","HOH-uhn-zol-ern,HOH-uhn-TSAWL-uhrn"
hoiden, ˈhɔɪd n ,HOID-n
hoisin, ˌhɔɪˈsɪn ,
hoist," hɔɪst, haɪst ","hoist, hahyst"
hoke, hoʊk ,hohk
hokey, ˈhoʊ ki ,HOH-kee
hokkaido," ˈhɔk kaɪˈdɔ, hɒˈkaɪ doʊ ","HAWK-kahy-DAW, ho-KAHY-doh"
hokum, ˈhoʊ kəm ,HOH-kuhm
hokusai," ˈhoʊ kəˌsaɪ, ˌhoʊ kəˈsaɪ, ˈhɔ kʊˈsaɪ ","HOH-kuh-sahy, hoh-kuh-SAHY,HAW-koo-SAHY"
hola, ˈoʊ lɑ ,OH-lah
holbein," ˈhoʊl baɪn, ˈhɔl baɪn ","HOHL-bahyn,HAWL-bahyn"
holbrook, ˈhoʊl brʊk ,HOHL-brook
hold, hoʊld ,hohld
holdback, ˈhoʊldˌbæk ,HOHLD-bak
holden, ˈhoʊl dən ,HOHL-duhn
holder, ˈhoʊl dər ,HOHL-der
holding, ˈhoʊl dɪŋ ,HOHL-ding
holdout, ˈhoʊldˌaʊt ,HOHLD-out
holdover, ˈhoʊldˌoʊ vər ,HOHLD-oh-ver
hole, hoʊl ,hohl
holey, ˈhəʊlɪ ,
holiday, ˈhɒl ɪˌdeɪ ,HOL-i-dey
holiness, ˈhoʊ li nɪs ,HOH-lee-nis
holistic, hoʊˈlɪs tɪk ,hoh-LIS-tik
holistically, hoʊˈlɪs tɪk li ,hoh-LIS-tik-lee
holland, ˈhɒl ənd ,HOL-uhnd
hollander, ˈhɒl ən dər ,HOL-uhn-der
holler, ˈhɒl ər ,HOL-er
holley, ˈhɒl i ,HOL-ee
holliday, ˈhɒl ɪˌdeɪ ,HOL-i-dey
hollister, ˈhɒl ə stər ,HOL-uh-ster
hollow, ˈhɒl oʊ ,HOL-oh
holly, ˈhɒl i ,HOL-ee
hollywood, ˈhɒl iˌwʊd ,HOL-ee-wood
holm, hoʊm ,hohm
holman, ˈhoʊl mən ,HOHL-muhn
holmes," hoʊmz, hoʊlmz ","hohmz, hohlmz"
holocaust," ˈhɒl əˌkɔst, ˈhoʊ lə- ","HOL-uh-kawst,HOH-luh-"
holocene," ˈhɒl əˌsin, ˈhoʊ lə- ","HOL-uh-seen,HOH-luh-"
holodomor," ˈhoʊ lə dəˌmɔr, ˌhoʊ lə dəˈmɔr, hoʊ loʊ doʊˈmɔr ","HOH-luh-duh-mawr, hoh-luh-duh-MAWR, hoh-loh-doh-MAWR"
holofernes," ˌhɒl əˈfɜr niz, ˌhoʊ lə- ","hol-uh-FUR-neez, hoh-luh-"
hologram," ˈhɒl əˌgræm, ˈhoʊ lə- ","HOL-uh-gram,HOH-luh-"
holographic," ˌhɑ ləˈgræf ɪk, ˌhoʊ ləˈgræf ɪk ","hah-luh-GRAF-ik, hoh-luh-GRAF-ik"
holst, hoʊlst ,hohlst
holstein," ˈhoʊl staɪn, -stin, ˈhoʊlˌʃtaɪn ","HOHL-stahyn, -steen,HOHL-shtahyn"
holster, ˈhoʊl stər ,HOHL-ster
holt, hoʊlt ,hohlt
holy, ˈhoʊ li ,HOH-lee
holyoake," ˈhoʊl yoʊk, ˈhoʊ liˌoʊk ","HOHL-yohk,HOH-lee-ohk"
holyoke," ˈhoʊl yoʊk, ˈhoʊ liˌoʊk ","HOHL-yohk,HOH-lee-ohk"
holyrood," ˈhəʊlɪˌruːd, ˈhɒlɪˌruːd ",
homa, ˈhoʊ mə ,HOH-muh
homage," ˈhɒm ɪdʒ, ˈɒm-, oʊˈmɑʒ ","HOM-ij,OM-, oh-MAHZH"
hombre, ˈɒm bər ,OM-ber
homburg, ˈhɒm bɜrg ,HOM-burg
home, hoʊm ,hohm
homebound, ˈhoʊmˈbaʊnd ,HOHM-BOUND
homebuyer, ˈhoʊmˌbaɪ ər ,HOHM-bahy-er
homecoming, ˈhoʊmˌkʌm ɪŋ ,HOHM-kuhm-ing
homegirl, ˈhoʊmˌgɜrl ,HOHM-gurl
homegoing, ˈhoʊmˌgoʊ ɪŋ ,HOHM-goh-ing
homegrown, ˈhoʊmˈgroʊn ,HOHM-GROHN
homeland," ˈhoʊmˌlænd, -lənd ","HOHM-land, -luhnd"
homeless, ˈhoʊm lɪs ,HOHM-lis
homelessness, ˈhoʊm lɪs nɪs ,HOHM-lis-nis
homelike, ˈhoʊmˌlaɪk ,HOHM-lahyk
homely, ˈhoʊm li ,HOHM-lee
homemade, ˈhoʊmˈmeɪd ,HOHM-MEYD
homemaker, ˈhoʊmˌmeɪ kər ,HOHM-mey-ker
homemaking, ˈhoʊmˌmeɪ kɪŋ ,HOHM-mey-king
homeopathy, ˌhoʊ miˈɒp ə θi ,hoh-mee-OP-uh-thee
homeowner, ˈhoʊmˌoʊ nər ,HOHM-oh-ner
homeownership, ˈhoʊmˌoʊn ərˌʃɪp ,HOHM-ohn-er-ship
homepage, ˈhoʊmˌpeɪdʒ ,HOHM-peyj
homer, ˈhoʊ mər ,HOH-mer
homeric, hoʊˈmɛr ɪk ,hoh-MER-ik
homeroom," ˈhoʊmˌrum, -ˌrʊm ","HOHM-room, -room"
homeschooling, ˈhoʊmˌsku lɪŋ ,HOHM-skoo-ling
homesick, ˈhoʊmˌsɪk ,HOHM-sik
homespun, ˈhoʊmˌspʌn ,HOHM-spuhn
homestead," ˈhoʊm stɛd, -stɪd ","HOHM-sted, -stid"
homesteader, ˈhoʊmˌstɛd ər ,HOHM-sted-er
homestretch, ˈhoʊmˈstrɛtʃ ,HOHM-STRECH
hometown, ˈhoʊmˈtaʊn ,HOHM-TOUN
homeward, ˈhoʊm wərd ,HOHM-werd
homework, ˈhoʊmˌwɜrk ,HOHM-wurk
homey, ˈhoʊ mi ,HOH-mee
homicidal," ˌhɒm əˈsaɪd l, ˌhoʊ mə- ","hom-uh-SAHYD-l, hoh-muh-"
homicide," ˈhɒm əˌsaɪd, ˈhoʊ mə- ","HOM-uh-sahyd,HOH-muh-"
homily, ˈhɒm ə li ,HOM-uh-lee
homing, ˈhoʊ mɪŋ ,HOH-ming
hominid, ˈhɒm ə nɪd ,HOM-uh-nid
hominoid, ˈhɒm əˌnɔɪd ,HOM-uh-noid
hominy, ˈhɒm ə ni ,HOM-uh-nee
homme, ɔm ,awm
homo, ˈhoʊ moʊ ,HOH-moh
homocentric," ˌhoʊ məˈsɛn trɪk, ˌhɒm ə- ","hoh-muh-SEN-trik, hom-uh-"
homogeneity," ˌhoʊ mə dʒəˈni ɪ ti, ˌhɒm ə- ","hoh-muh-juh-NEE-i-tee, hom-uh-"
homogeneous," ˌhoʊ məˈdʒi ni əs, -ˈdʒin yəs, ˌhɒm ə- ","hoh-muh-JEE-nee-uhs, -JEEN-yuhs, hom-uh-"
homogenization," həˌmɒdʒ ə naɪˈzeɪ ʃən, hoʊ- ","huh-moj-uh-nahy-ZEY-shuhn, hoh-"
homogenous," həˈmɒdʒ ə nəs, hoʊ- ","huh-MOJ-uh-nuhs, hoh-"
homologous," həˈmɒl ə gəs, hoʊ- ","huh-MOL-uh-guhs, hoh-"
homophobe, ˈhoʊ məˌfoʊb ,HOH-muh-fohb
homophobia, ˌhoʊ məˈfoʊ bi ə ,hoh-muh-FOH-bee-uh
homophobic, ˌhoʊ məˈfoʊb ɪk ,hoh-muh-FOHB-ik
homophonic," ˌhɒm əˈfɒn ɪk, ˌhoʊ mə- ","hom-uh-FON-ik, hoh-muh-"
homophony," həˈmɒf ə ni, hoʊ- ","huh-MOF-uh-nee, hoh-"
homosexual," ˌhoʊ məˈsɛk ʃu əl, -ˈsɛks yu- ","hoh-muh-SEK-shoo-uhl, -SEKS-yoo-"
homosexuality," ˌhoʊ məˌsɛk ʃuˈæl ɪ ti, -ˌsɛks yu- ","hoh-muh-sek-shoo-AL-i-tee, -seks-yoo-"
homosocial," ˌhəʊməʊˌsəʊʃɪˈælɪtɪ, ˌhəʊməʊˈsəʊʃəl ",
homozygous," ˌhoʊ məˈzaɪ gəs, ˌhɒm ə- ","hoh-muh-ZAHY-guhs, hom-uh-"
homunculus," həˈmʌŋ kyə ləs, hoʊ- ","huh-MUHNG-kyuh-luhs, hoh-"
homy, ˈhoʊ mi ,HOH-mee
hon, hʌn ,huhn
honcho, ˈhɒn tʃoʊ ,HON-choh
honda, ˈhɒn də ,HON-duh
honduran, hɒnˈdjʊərən ,
honduras," hɒnˈdʊər əs, -ˈdyʊər-, ɔnˈdu rɑs ","hon-DOOR-uhs, -DYOOR-, awn-DOO-rahs"
hone, hoʊn ,hohn
honed, hoʊnd ,hohnd
honest, ˈɒn ɪst ,ON-ist
honestly, ˈɒn ɪst li ,ON-ist-lee
honesty, ˈɒn ə sti ,ON-uh-stee
honey, ˈhʌn i ,HUHN-ee
honeybee, ˈhʌn iˌbi ,HUHN-ee-bee
honeyberry," ˈhʌn iˌbɛr i, -bə ri ","HUHN-ee-ber-ee, -buh-ree"
honeycomb, ˈhʌn iˌkoʊm ,HUHN-ee-kohm
honeydew," ˈhʌn iˌdu, -ˌdyu ","HUHN-ee-doo, -dyoo"
honeyed, ˈhʌn id ,HUHN-eed
honeymoon, ˈhʌn iˌmun ,HUHN-ee-moon
honeysuckle, ˈhʌn iˌsʌk əl ,HUHN-ee-suhk-uhl
hong, hɒŋ ,hong
honiara, ˌhoʊ niˈɑr ə ,hoh-nee-AHR-uh
honing, ˈhoʊ nɪŋ ,HOH-ning
honk," hɒŋk, hɔŋk ","hongk, hawngk"
honky," ˈhɒŋ ki, ˈhɔŋ- ","HONG-kee,HAWNG-"
honolulu, ˌhɒn əˈlu lu ,hon-uh-LOO-loo
honor, ˈɒn ər ,ON-er
honorable, ˈɒn ər ə bəl ,ON-er-uh-buhl
honorarium, ˌɒn əˈrɛər i əm ,on-uh-RAIR-ee-uhm
honorary, ˈɒn əˌrɛr i ,ON-uh-rer-ee
honored, ˈɒn ərd ,ON-erd
honoree, ˌɒn əˈri ,on-uh-REE
honorific, ˌɒn əˈrɪf ɪk ,on-uh-RIF-ik
honour, ˈɒn ər ,ON-er
honourable," ˈɒnərəbəl, ˈɒnrəbəl ",
honours, ˈɒnəz ,
honshu," ˈhɒn ʃu, ˈhɔn ʃu ","HON-shoo,HAWN-shoo"
hoo, huː ,
hooch, hutʃ ,hooch
hood, hʊd ,hood
hooded, ˈhʊd ɪd ,HOOD-id
hoodie," ˈhʊd i, ˈhu di ","HOOD-ee,HOO-dee"
hoodlum," ˈhud ləm, ˈhʊd- ","HOOD-luhm,HOOD-"
hoodwink, ˈhʊdˌwɪŋk ,HOOD-wingk
hoodwinked, ˈhʊdˌwɪŋkd ,HOOD-wingkd
hooey, ˈhu i ,HOO-ee
hoof," hʊf, huf ","hoof, hoof"
hoofed," hʊft, huft ","hooft, hooft"
hook, hʊk ,hook
hookah, ˈhʊk ə ,HOOK-uh
hooke, hʊk ,hook
hooked, hʊkt ,hookt
hooker, ˈhʊk ər ,HOOK-er
hooks, hʊks ,hooks
hooky, ˈhʊk i ,HOOK-ee
hooley, ˈhuːlɪ ,
hooligan, ˈhu lɪ gən ,HOO-li-guhn
hoon, huːn ,
hoop," hup, hʊp ","hoop, hoop"
hooper," ˈhu pər, ˈhʊp ər ","HOO-per,HOOP-er"
hoopla, ˈhup lɑ ,HOOP-lah
hoorah, hʊˈrɑ ,hoo-RAH
hooray, huːˈreɪ ,
hoorn," hɔrn, hoʊrn ","hawrn, hohrn"
hoosier, ˈhu ʒər ,HOO-zher
hoot, hut ,hoot
hoover, ˈhu vər ,HOO-ver
hooves," hʊvz, huvz ","hoovz, hoovz"
hop, hɒp ,hop
hope, hoʊp ,hohp
hopeful, ˈhoʊp fəl ,HOHP-fuhl
hopefully, ˈhoʊp fə li ,HOHP-fuh-lee
hopeless, ˈhoʊp lɪs ,HOHP-lis
hopelessness, ˈhoʊp lɪs nɪs ,HOHP-lis-nis
hopewell," ˈhoʊp wɛl, -wəl ","HOHP-wel, -wuhl"
hopi, ˈhoʊ pi ,HOH-pee
hoping, ˈhoʊ pɪŋ ,HOH-ping
hopkins, ˈhɒp kɪnz ,HOP-kinz
hopkinson, ˈhɒp kɪn sən ,HOP-kin-suhn
hoplite, ˈhɒp laɪt ,HOP-lahyt
hopper, ˈhɒp ər ,HOP-er
hopping, ˈhɒp ɪŋ ,HOP-ing
hops, hɒps ,
hopscotch, ˈhɒpˌskɒtʃ ,HOP-skoch
horace," ˈhɔr ɪs, ˈhɒr- ","HAWR-is,HOR-"
horatian," həˈreɪ ʃən, hɔ-, hoʊ- ","huh-REY-shuhn, haw-, hoh-"
horatio," həˈreɪ ʃiˌoʊ, hɔ-, hoʊ- ","huh-REY-shee-oh, haw-, hoh-"
horde," hɔrd, hoʊrd ","hawrd, hohrd"
horeb," ˈhɔr ɛb, ˈhoʊr- ","HAWR-eb,HOHR-"
horgan, ˈhɔr gən ,HAWR-guhn
hori, ˈhɔːriː ,
horizon, həˈraɪ zən ,huh-RAHY-zuhn
horizontal," ˌhɔr əˈzɒn tl, ˌhɒr- ","hawr-uh-ZON-tl, hor-"
hormonal, hɔrˈmoʊn l ,hawr-MOHN-l
hormone, ˈhɔr moʊn ,HAWR-mohn
hormuz," hɔrˈmuz, ˈhɔr mʌz ","hawr-MOOZ,HAWR-muhz"
horn, hɔrn ,hawrn
hornby, ˈhɔːnbɪ ,
horne, hɔrn ,hawrn
horned, hɔrnd ,hawrnd
hornet, ˈhɔr nɪt ,HAWR-nit
horning, ˈhɔr nɪŋ ,HAWR-ning
hornsby, ˈhɔrnz bi ,HAWRNZ-bee
horoscope," ˈhɔr əˌskoʊp, ˈhɒr‑ ","HAWR-uh-skohp,HOR‑"
horowitz," ˈhɔr ə wɪts, ˈhɒr ","HAWR-uh-wits,HOR"
horrendous," hɔˈrɛn dəs, hɒ- ","haw-REN-duhs, ho-"
horrendously," hɔˈrɛn dəs li, hɑˈrɛn dəs li ","haw-REN-duhs-lee, hah-REN-duhs-lee"
horrible," ˈhɔr ə bəl, ˈhɒr- ","HAWR-uh-buhl,HOR-"
horribly, ˈhɒrɪblɪ ,
horrid," ˈhɔr ɪd, ˈhɒr- ","HAWR-id,HOR-"
horrific," hɔˈrɪf ɪk, hɒ- ","haw-RIF-ik, ho-"
horrified," ˈhɔr əˌfaɪd, ˈhɒr- ","HAWR-uh-fahyd,HOR-"
horrify," ˈhɔr əˌfaɪ, ˈhɒr- ","HAWR-uh-fahy,HOR-"
horrifying, ˈhɒrɪˌfaɪɪŋ ,
horrifyingly, ˈhɔr ɪˌfaɪ ɪŋ li ,HAWR-i-fahy-ing-lee
horror," ˈhɔr ər, ˈhɒr- ","HAWR-er,HOR-"
horrors, ˈhɒrəz ,
horse, hɔrs ,hawrs
horseback, ˈhɔrsˌbæk ,HAWRS-bak
horseflesh, ˈhɔrsˌflɛʃ ,HAWRS-flesh
horsehair, ˈhɔrsˌhɛər ,HAWRS-hair
horseman, ˈhɔrs mən ,HAWRS-muhn
horsemanship, ˈhɔrs mənˌʃɪp ,HAWRS-muhn-ship
horseplay, ˈhɔrsˌpleɪ ,HAWRS-pley
horsepower, ˈhɔrsˌpaʊ ər ,HAWRS-pou-er
horsepox, ˈhɔrsˌpɒks ,HAWRS-poks
horseradish, ˈhɔrsˌræd ɪʃ ,HAWRS-rad-ish
horseshoe," ˈhɔrsˌʃu, ˈhɔrʃ- ","HAWRS-shoo,HAWRSH-"
horseshoes, ˈhɔːsˌʃuːz ,
horsey, ˈhɔr si ,HAWR-see
horst, hɔrst ,hawrst
horta, ˈhɔr tə ,HAWR-tuh
hortatory," ˈhɔr təˌtɔr i, -ˌtoʊr i ","HAWR-tuh-tawr-ee, -tohr-ee"
horticultural, ˌhɔːtɪˈkʌltʃərəl ,
horticulture, ˈhɔr tɪˌkʌl tʃər ,HAWR-ti-kuhl-cher
horticulturist, ˌhɔr tɪˈkʌl tʃər ɪst ,hawr-ti-KUHL-cher-ist
horton, ˈhɔr tn ,HAWR-tn
hose, hoʊz ,hohz
hosea," hoʊˈzi ə, -ˈzeɪ ə ","hoh-ZEE-uh, -ZEY-uh"
hosiery, ˈhoʊ ʒə ri ,HOH-zhuh-ree
hosing, ˈhoʊ zɪŋ ,HOH-zing
hospice, ˈhɒs pɪs ,HOS-pis
hospitable," ˈhɒs pɪ tə bəl, hɒˈspɪt ə bəl ","HOS-pi-tuh-buhl, ho-SPIT-uh-buhl"
hospital, ˈhɒs pɪ tl ,HOS-pi-tl
hospitality, ˌhɒs pɪˈtæl ɪ ti ,hos-pi-TAL-i-tee
hospitalization, ˌhɒs pɪ tl əˈzeɪ ʃən ,hos-pi-tl-uh-ZEY-shuhn
hospodar, ˈhɒs pəˌdɑr ,HOS-puh-dahr
hoss," hɔs, hɑs ","haws, hahs"
host, hoʊst ,hohst
hostage, ˈhɒs tɪdʒ ,HOS-tij
hostel, ˈhɒs tl ,HOS-tl
hostess, ˈhoʊ stɪs ,HOH-stis
hostile," ˈhɒs tl, -taɪl ","HOS-tl, -tahyl"
hostility, hɒˈstɪl ɪ ti ,ho-STIL-i-tee
hot, hɒt ,hot
hotbed, ˈhɒtˌbɛd ,HOT-bed
hotch, hɒtʃ ,hoch
hotel, hoʊˈtɛl ,hoh-TEL
hotelier," ˌoʊ təlˈyeɪ, ˌhoʊt lˈɪər ","oh-tuhl-YEY, hoht-l-EER"
hothead, ˈhɒtˌhɛd ,HOT-hed
hotheaded, ˈhɒtˈhɛd ɪd ,HOT-HED-id
hothouse, ˈhɒtˌhaʊs ,HOT-hous
hotline, ˈhɒtˌlaɪn ,HOT-lahyn
hots, hɒts ,
hotshot, ˈhɒtˌʃɒt ,HOT-shot
hotspur, ˈhɒtˌspɜr ,HOT-spur
hotter, ˈhɒt ər ,HOT-er
houdini, huˈdi ni ,hoo-DEE-nee
hough," hɒk, hɒx ","hok, hokh"
houghton, ˈhoʊt n ,HOHT-n
houma, ˈhu mə ,HOO-muh
hound, haʊnd ,hound
hour," aʊər, ˈaʊ ər ","ouuhr,OU-er"
hourglass," ˈaʊərˌglæs, -ˌglɑs, ˈaʊ ər- ","OUUHR-glas, -glahs,OU-er-"
hourlong," ˈaʊərˌlɔŋ, -ˌlɒŋ, ˈaʊ ər- ","OUUHR-lawng, -long,OU-er-"
hourly," ˈaʊər li, ˈaʊ ər- ","OUUHR-lee,OU-er-"
hours, aʊəz ,
housatonic, ˌhu səˈtɒn ɪk ,hoo-suh-TON-ik
house," haʊs, haʊz ","hous, houz"
houseboat, ˈhaʊsˌboʊt ,HOUS-boht
housebound, ˈhaʊsˌbaʊnd ,HOUS-bound
houseboy, ˈhaʊsˌbɔɪ ,HOUS-boi
housebreaker, ˈhaʊsˌbreɪ kər ,HOUS-brey-ker
housebroken, ˈhaʊsˌbroʊ kən ,HOUS-broh-kuhn
housecleaning, ˈhaʊsˌkli nɪŋ ,HOUS-klee-ning
housecoat, ˈhaʊsˌkoʊt ,HOUS-koht
houseful, ˈhaʊs fʊl ,HOUS-fool
houseguest, ˈhaʊsˌgɛst ,HOUS-gest
household," ˈhaʊsˌhoʊld, -ˌoʊld ","HOUS-hohld, -ohld"
householder," ˈhaʊsˌhoʊl dər, -ˌoʊl- ","HOUS-hohl-der, -ohl-"
housekeeper, ˈhaʊsˌki pər ,HOUS-kee-per
housekeeping, ˈhaʊsˌki pɪŋ ,HOUS-kee-ping
housel, ˈhaʊ zəl ,HOU-zuhl
housemaid, ˈhaʊsˌmeɪd ,HOUS-meyd
houseman," ˈhaʊsˌmæn, -mən ","HOUS-man, -muhn"
houseplant," ˈhaʊsˌplænt, -ˌplɑnt ","HOUS-plant, -plahnt"
housewares, ˈhaʊsˌwɛərz ,HOUS-wairz
housewife," ˈhaʊsˌwaɪf, ˈhʌz ɪf ","HOUS-wahyf,HUHZ-if"
housewifely, ˈhaʊsˌwaɪf li ,HOUS-wahyf-lee
housewifery," ˈhaʊsˌwaɪ fə ri, -ˌwaɪf ri ","HOUS-wahy-fuh-ree, -wahyf-ree"
housework, ˈhaʊsˌwɜrk ,HOUS-wurk
housewrecker, ˈhaʊsˌrɛk ər ,HOUS-rek-er
